trajectory_id,algorithm,data_source,calculation_time_s,execution_time_s,at_threshold_time_s,trajectory_waypoints,simulation_steps,planned_distance_m,executed_distance_m,max_tracking_error_m,avg_tracking_error_m,efficiency_ratio,relative_pos_gain,relative_rot_gain,ik_velocity_mode,ik_velocity_error_gain,ik_use_rotational_velocity,timestamp,speed_mps,dt,update_frequency,grid_resolution,safety_margin,use_3d,final_target_tolerance,orientation_tolerance,ik_method,ik_command_type,ik_use_relative_mode,wall_size_x,wall_size_y,wall_size_z,wall_pos_x,wall_pos_y,wall_pos_z,wall_rot_w,wall_rot_x,wall_rot_y,wall_rot_z
1,prmplane,real,5.69097638130188,44.540241718292236,14.450169086456299,4455,4455,0.42766380310058594,1.8766757953427193,0.020751407369971275,0.009677264026776959,4.388203494746849,1.0,1.0,True,200.0,True,2026-02-02T16:34:06,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
2,prmplane,real,5.767277956008911,20.900237798690796,15.170159101486206,2091,2091,0.44705548882484436,1.1272789718305383,0.03868374228477478,0.01144972400789228,2.52156387743671,1.0,1.0,True,200.0,True,2026-02-02T16:34:42,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
3,prmplane,real,5.728942155838013,38.46026158332825,15.29017949104309,3847,3847,0.446423202753067,2.233303172973029,0.022427821531891823,0.01017005468120078,5.002659268605155,1.0,1.0,True,200.0,True,2026-02-02T16:35:37,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
4,prmplane,real,5.7317726612091064,20.42024326324463,15.410160064697266,2043,2043,0.456569105386734,1.2200396908196005,0.039897385984659195,0.01235944942714363,2.672190641953694,1.0,1.0,True,200.0,True,2026-02-02T16:36:13,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
5,prmplane,real,5.949169635772705,19.560261487960815,14.560181379318237,1957,1957,0.43377816677093506,1.0827318609210081,0.019669637084007263,0.009698930299613866,2.496049695126232,1.0,1.0,True,200.0,True,2026-02-02T16:36:49,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
6,prmplane,real,5.716650009155273,19.890264749526978,14.880185842514038,1990,1990,0.44154319167137146,0.9641932360947756,0.03724448382854462,0.0111911597829862,2.183689510521087,1.0,1.0,True,200.0,True,2026-02-02T16:37:25,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
7,prmplane,real,5.65280818939209,39.96022987365723,14.270158052444458,3997,3997,0.4188709259033203,2.1546832569656065,0.022133296355605125,0.009663682937849425,5.144026772254251,1.0,1.0,True,200.0,True,2026-02-02T16:38:21,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
8,prmplane,real,5.645807981491089,19.930259704589844,14.080182313919067,1994,1994,0.41709011793136597,0.9891340571444474,0.03374152258038521,0.011917805773581574,2.3715116101293336,1.0,1.0,True,200.0,True,2026-02-02T16:38:57,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
9,prmplane,real,5.502585172653198,20.231109857559204,15.230336427688599,2024,2024,0.45211169123649597,1.200120601724464,0.018663061782717705,0.009661965342141915,2.6544781411031697,1.0,1.0,True,200.0,True,2026-02-02T16:39:32,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
10,prmplane,real,5.676445722579956,20.460233449935913,15.450157642364502,2047,2047,0.45937153697013855,1.1642167248450441,0.024292144924402237,0.011464253337369093,2.5343684385058536,1.0,1.0,True,200.0,True,2026-02-02T16:40:09,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
11,prmplane,real,5.768012046813965,35.11025905609131,15.510181903839111,3512,3512,0.4589267671108246,1.970397133253008,0.022796623408794403,0.010693813640307921,4.293489232841334,1.0,1.0,True,200.0,True,2026-02-02T16:41:00,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
12,prmplane,real,5.776441812515259,19.251555919647217,14.230159997940063,1926,1926,0.4231663942337036,0.9899291129133232,0.033283669501543045,0.011121011855592564,2.339337731924458,1.0,1.0,True,200.0,True,2026-02-02T16:41:35,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
