trajectory_id,algorithm,data_source,calculation_time_s,execution_time_s,at_threshold_time_s,trajectory_waypoints,simulation_steps,planned_distance_m,executed_distance_m,max_tracking_error_m,avg_tracking_error_m,efficiency_ratio,relative_pos_gain,relative_rot_gain,ik_velocity_mode,ik_velocity_error_gain,ik_use_rotational_velocity,timestamp,speed_mps,dt,update_frequency,grid_resolution,safety_margin,use_3d,final_target_tolerance,orientation_tolerance,ik_method,ik_command_type,ik_use_relative_mode,wall_size_x,wall_size_y,wall_size_z,wall_pos_x,wall_pos_y,wall_pos_z,wall_rot_w,wall_rot_x,wall_rot_y,wall_rot_z
1,prmplane,real,5.728518724441528,9.670373678207397,4.660350561141968,968,968,0.4037317931652069,1.1364503899265515,0.21963243186473846,0.028686904858110842,2.8148647423006303,1.0,1.0,True,200.0,True,2026-01-31T19:50:29,0.1,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
2,prmplane,real,5.5570149421691895,10.080305814743042,5.020172119140625,1009,1009,0.44064685702323914,1.2562779966361575,0.2198164463043213,0.04007494091525871,2.850985946258328,1.0,1.0,True,200.0,True,2026-01-31T19:50:55,0.1,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
3,prmplane,real,5.4527363777160645,31.880255937576294,5.510151624679565,3189,3189,0.5009275078773499,2.1117948413071943,0.5435500741004944,0.020740535388003852,4.21576936402594,1.0,1.0,True,200.0,True,2026-01-31T19:51:43,0.1,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
4,prmplane,real,5.56929612159729,13.840223550796509,5.1201393604278564,1385,1385,0.4499904215335846,1.777378920311655,0.4060785472393036,0.035990398751463766,3.949815007737897,1.0,1.0,True,200.0,True,2026-01-31T19:52:12,0.1,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
5,prmplane,real,5.601111173629761,9.970211744308472,4.760153770446777,998,998,0.43140286207199097,0.6447835033031879,0.10731209069490433,0.03241192060592724,1.4946203653039019,1.0,1.0,True,200.0,True,2026-01-31T19:52:38,0.1,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
6,prmplane,real,5.621555328369141,10.64021635055542,5.580153703689575,1065,1065,0.5001404881477356,0.9828401765630446,0.14453518390655518,0.04102061542642998,1.9651281986846967,1.0,1.0,True,200.0,True,2026-01-31T19:53:04,0.1,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
7,prmplane,real,5.700565576553345,31.840237379074097,5.140179872512817,3185,3185,0.4566989243030548,0.8982798161214092,0.10061801970005035,0.01646463695125511,1.9668971576673377,1.0,1.0,True,200.0,True,2026-01-31T19:53:52,0.1,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
8,prmplane,real,5.638445138931274,13.490278959274292,4.920164585113525,1350,1350,0.4383764863014221,1.5553364760035677,0.34727394580841064,0.029751756077252882,3.5479468552839717,1.0,1.0,True,200.0,True,2026-01-31T19:54:21,0.1,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
9,prmplane,real,5.661147117614746,9.940215826034546,4.930155277252197,995,995,0.4328370988368988,0.6751758872504965,0.10040231049060822,0.03058008258909586,1.559884513284097,1.0,1.0,True,200.0,True,2026-01-31T19:54:47,0.1,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
10,prmplane,real,5.710991859436035,11.190243482589722,5.230151176452637,1120,1120,0.45441100001335144,1.6968668451681381,0.4471531808376312,0.044159303414926396,3.7342116390630533,1.0,1.0,True,200.0,True,2026-01-31T19:55:14,0.1,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
11,prmplane,real,5.682446479797363,10.39023494720459,5.381057262420654,1040,1040,0.4833275079727173,1.2317542344715093,0.33018824458122253,0.031105079647386447,2.5484877524103986,1.0,1.0,True,200.0,True,2026-01-31T19:55:40,0.1,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
