x_g,y_g,z_g,x_e,y_e,z_e,quat_g_w,quat_g_x,quat_g_y,quat_g_z,quat_e_w,quat_e_x,quat_e_y,quat_e_z,joint_1,joint_2,joint_3,joint_4,waypoint_idx,progress
0.4894939064979553,0.025880545377731323,-0.061165232211351395,0.49303969740867615,0.03206285834312439,-0.06328235566616058,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.720759153366089,-33.434295654296875,77.0496597290039,0.0,308,0.35995265053838715
0.48969054222106934,0.025739364326000214,-0.0609881728887558,0.49227192997932434,0.031643882393836975,-0.06257452070713043,1.0,0.0,0.0,0.0,0.9999995231628418,0.0,0.001000046613626182,0.0,3.6779885292053223,-33.54726791381836,77.0496597290039,0.1145969107747078,309,0.3605358642700153
0.4898872375488281,0.025598125532269478,-0.06081103906035423,0.49222415685653687,0.03237886354327202,-0.06257465481758118,1.0,0.0,0.0,0.0,0.9999995231628418,0.0,0.001000046613626182,0.0,3.7635297775268555,-33.5472526550293,77.0496597290039,0.1145969107747078,309,0.3611193188837221
0.4900839030742645,0.025456909090280533,-0.06063393875956535,0.4921998679637909,0.032746173441410065,-0.062574602663517,1.0,0.0,0.0,0.0,0.9999995231628418,0.0,0.001000046613626182,0.0,3.806300401687622,-33.5472526550293,77.0496597290039,0.1145969107747078,310,0.3617026752544309
0.4902806580066681,0.0253156591206789,-0.06045679375529289,0.4921504557132721,0.03348102420568466,-0.06257462501525879,1.0,0.0,0.0,0.0,0.9999995231628418,0.0,0.001000046613626182,0.0,3.8918280601501465,-33.5472526550293,77.0496597290039,0.1145969107747078,310,0.36228618604869806
0.4904772937297821,0.025174468755722046,-0.0602797269821167,0.49184176325798035,0.03382887691259384,-0.06263581663370132,1.0,0.0,0.0,0.0,0.9999979734420776,0.0,0.001999972853809595,0.0,3.934598684310913,-33.5472526550293,77.0496597290039,0.22918017208576202,311,0.36286944190118187
0.4906739890575409,0.025033244863152504,-0.060102615505456924,0.4922705888748169,0.03312007710337639,-0.0625481829047203,1.0,0.0,0.0,0.0,0.9999979734420776,0.0,0.001999972853809595,0.0,3.8490710258483887,-33.5472526550293,76.96034240722656,0.22918017208576202,311,0.36345283175849297
0.49087071418762207,0.024892011657357216,-0.059925492852926254,0.4920114576816559,0.03273363038897514,-0.06260872632265091,1.0,0.0,0.0,0.0,0.9999955296516418,0.0,0.0030000165570527315,0.0,3.806300401687622,-33.5472526550293,76.96034240722656,0.3437770903110504,312,0.3640362669453022
0.49106737971305847,0.024750808253884315,-0.05974840745329857,0.4920598566532135,0.031999170780181885,-0.06260872632265091,1.0,0.0,0.0,0.0,0.9999955296516418,0.0,0.0030000165570527315,0.0,3.720759153366089,-33.5472526550293,76.96034240722656,0.3437770903110504,312,0.3646195832953935
0.49126407504081726,0.024609576910734177,-0.0595712848007679,0.49208351969718933,0.031631749123334885,-0.06260860711336136,1.0,0.0,0.0,0.0,0.9999955296516418,0.0,0.0030000165570527315,0.0,3.6779885292053223,-33.54726791381836,76.96034240722656,0.3437770903110504,313,0.3652030174321103
0.49146077036857605,0.024468358606100082,-0.05939418077468872,0.4917997419834137,0.031613513827323914,-0.06266861408948898,1.0,0.0,0.0,0.0,0.9999920129776001,0.0,0.003999937791377306,0.0,3.6779885292053223,-33.54726791381836,76.96034240722656,0.45836034417152405,313,0.36578638243701933
0.49165746569633484,0.02432713657617569,-0.059217073023319244,0.4917760491371155,0.0319807231426239,-0.06266873329877853,1.0,0.0,0.0,0.0,0.9999920129776001,0.0,0.003999937791377306,0.0,3.720759153366089,-33.5472526550293,76.96034240722656,0.45836034417152405,314,0.3663697743945685
0.49185416102409363,0.024185912683606148,-0.05903996154665947,0.4917519688606262,0.03234778717160225,-0.06266877800226212,1.0,0.0,0.0,0.0,0.9999920129776001,0.0,0.003999937791377306,0.0,3.7635297775268555,-33.5472526550293,76.96034240722656,0.45836034417152405,314,0.3669531782532725
0.4920508563518524,0.024044692516326904,-0.05886285379528999,0.49172767996788025,0.03271476924419403,-0.06266873329877853,1.0,0.0,0.0,0.0,0.9999920129776001,0.0,0.003999937791377306,0.0,3.806300401687622,-33.5472526550293,76.96034240722656,0.45836034417152405,315,0.3675365530007862
0.4922475516796112,0.02390345372259617,-0.058685723692178726,0.4914192259311676,0.03306276723742485,-0.06272821873426437,1.0,0.0,0.0,0.0,0.9999874830245972,0.0,0.004999974276870489,0.0,3.8490710258483887,-33.5472526550293,76.96034240722656,0.5729572772979736,315,0.3681199946632457
0.49244424700737,0.02376224473118782,-0.058508630841970444,0.4914437532424927,0.032695870846509933,-0.06272818893194199,1.0,0.0,0.0,0.0,0.9999874830245972,0.0,0.004999974276870489,0.0,3.806300401687622,-33.5472526550293,76.96034240722656,0.5729572772979736,316,0.36870332291449176
0.4926409423351288,0.02362101897597313,-0.05833151936531067,0.4914437532424927,0.032695870846509933,-0.06272818893194199,1.0,0.0,0.0,0.0,0.9999874830245972,0.0,0.004999974276870489,0.0,3.806300401687622,-33.5472526550293,76.96034240722656,0.5729572772979736,316,0.3692867300402033
0.4928376376628876,0.02347978577017784,-0.05815439671278,0.4914437532424927,0.032695870846509933,-0.06272818893194199,1.0,0.0,0.0,0.0,0.9999874830245972,0.0,0.004999974276870489,0.0,3.806300401687622,-33.5472526550293,76.96034240722656,0.5729572772979736,317,0.36987016196005806
0.49303433299064636,0.023338571190834045,-0.05797729641199112,0.49151575565338135,0.03159526363015175,-0.06272806972265244,1.0,0.0,0.0,0.0,0.9999874830245972,0.0,0.004999974276870489,0.0,3.6779885292053223,-33.54726791381836,76.96034240722656,0.5729572772979736,317,0.370453526964914
0.49323102831840515,0.023197351023554802,-0.05780018866062164,0.49151575565338135,0.03159526363015175,-0.06272806972265244,1.0,0.0,0.0,0.0,0.9999874830245972,0.0,0.004999974276870489,0.0,3.6779885292053223,-33.54726791381836,76.96034240722656,0.5729572772979736,318,0.3710369113967205
0.49342772364616394,0.02305613085627556,-0.057623084634542465,0.49151575565338135,0.03159526363015175,-0.06272806972265244,1.0,0.0,0.0,0.0,0.9999874830245972,0.0,0.004999974276870489,0.0,3.6779885292053223,-33.54726791381836,76.96034240722656,0.5729572772979736,318,0.37162028929456487
