trajectory_id,algorithm,data_source,calculation_time_s,execution_time_s,at_threshold_time_s,trajectory_waypoints,simulation_steps,planned_distance_m,executed_distance_m,max_tracking_error_m,avg_tracking_error_m,efficiency_ratio,relative_pos_gain,relative_rot_gain,ik_velocity_mode,ik_velocity_error_gain,ik_use_rotational_velocity,timestamp,speed_mps,dt,update_frequency,grid_resolution,safety_margin,use_3d,final_target_tolerance,orientation_tolerance,ik_method,ik_command_type,ik_use_relative_mode,wall_size_x,wall_size_y,wall_size_z,wall_pos_x,wall_pos_y,wall_pos_z,wall_rot_w,wall_rot_x,wall_rot_y,wall_rot_z
1,prmplane,real,5.9669294357299805,16.47020149230957,11.470144510269165,1648,1648,0.446795254945755,1.2126877408411136,0.024539681151509285,0.01085194182369996,2.7141911813462407,1.0,1.0,True,200.0,True,2026-01-31T19:19:02,0.04,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
2,prmplane,real,5.615988492965698,16.190245866775513,11.181139707565308,1620,1620,0.4398966431617737,1.139501168192929,0.043735574930906296,0.012567237055900703,2.590383868362171,1.0,1.0,True,200.0,True,2026-01-31T19:19:34,0.04,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
3,prmplane,real,5.721973419189453,17.53022027015686,12.530158042907715,1754,1754,0.49242880940437317,1.2754930135332172,0.03559968248009682,0.012713315050123512,2.590207943105552,1.0,1.0,True,200.0,True,2026-01-31T19:20:07,0.04,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
4,prmplane,real,5.537956714630127,16.830239057540894,11.820162534713745,1684,1684,0.46292778849601746,1.190205287710075,0.041563380509614944,0.01269517709584597,2.571038760876448,1.0,1.0,True,200.0,True,2026-01-31T19:20:40,0.04,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
5,prmplane,real,5.653940200805664,38.930261850357056,11.630151510238647,3894,3894,0.4454926550388336,3.053508339835659,0.02604973316192627,0.010780138379193314,6.8542282466351425,1.0,1.0,True,200.0,True,2026-01-31T19:21:34,0.04,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
6,prmplane,real,5.572893857955933,16.520238161087036,11.510169267654419,1653,1653,0.44989079236984253,1.1516366371216478,0.039974670857191086,0.01310125309765492,2.5598137518113946,1.0,1.0,True,200.0,True,2026-01-31T19:22:07,0.04,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
7,prmplane,real,5.6823883056640625,39.610228300094604,10.690152406692505,3962,3962,0.4198774993419647,2.531381117941983,0.022650105878710747,0.0112246335722971,6.0288563257359185,1.0,1.0,True,200.0,True,2026-01-31T19:23:02,0.04,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
8,prmplane,real,5.640784740447998,16.670230865478516,11.590157508850098,1668,1668,0.44276756048202515,1.1727926693682953,0.03829728066921234,0.014298239065603882,2.648777313522061,1.0,1.0,True,200.0,True,2026-01-31T19:23:35,0.04,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
9,prmplane,real,5.636072158813477,16.2702374458313,11.260176658630371,1628,1628,0.43167784810066223,1.2803808673488142,0.028073569759726524,0.011824714482981592,2.966056453863355,1.0,1.0,True,200.0,True,2026-01-31T19:24:07,0.04,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
10,prmplane,real,5.639196395874023,16.221078395843506,11.200236320495605,1623,1623,0.43875935673713684,1.1856925255488875,0.04567457363009453,0.014205643040135512,2.7023754760841316,1.0,1.0,True,200.0,True,2026-01-31T19:24:39,0.04,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
11,prmplane,real,5.721205949783325,21.050206422805786,12.090154647827148,2106,2106,0.46797725558280945,1.5743519924440967,0.023575007915496826,0.012216843894712896,3.364163479448228,1.0,1.0,True,200.0,True,2026-01-31T19:25:16,0.04,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
12,prmplane,real,5.552664279937744,19.220980405807495,11.320494890213013,1923,1923,0.44214168190956116,1.1441952760642025,0.037810251116752625,0.012426659409867263,2.587847567599936,1.0,1.0,True,200.0,True,2026-01-31T19:25:51,0.04,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
