trajectory_id,algorithm,data_source,calculation_time_s,execution_time_s,at_threshold_time_s,trajectory_waypoints,simulation_steps,planned_distance_m,executed_distance_m,max_tracking_error_m,avg_tracking_error_m,efficiency_ratio,relative_pos_gain,relative_rot_gain,ik_velocity_mode,ik_velocity_error_gain,ik_use_rotational_velocity,timestamp,speed_mps,dt,update_frequency,grid_resolution,safety_margin,use_3d,final_target_tolerance,orientation_tolerance,ik_method,ik_command_type,ik_use_relative_mode,wall_size_x,wall_size_y,wall_size_z,wall_pos_x,wall_pos_y,wall_pos_z,wall_rot_w,wall_rot_x,wall_rot_y,wall_rot_z
1,rrtstar,real,6.141200304031372,27.650281190872192,22.600164890289307,2766,2766,0.6729174852371216,1.452140619134859,0.029173804447054863,0.012202126180861868,2.157977242370446,1.0,1.0,True,200.0,True,2026-02-02T11:54:15,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
2,rrtstar,real,6.958681106567383,23.130227088928223,17.830168962478638,2314,2314,0.5297288298606873,1.1172158409206459,0.03984566777944565,0.013415103166433762,2.109033486462236,1.0,1.0,True,200.0,True,2026-02-02T11:54:56,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
3,rrtstar,real,6.2696003913879395,25.11023998260498,20.100167512893677,2512,2512,0.596220850944519,1.2530692293051828,0.024402961134910583,0.012279066691140995,2.1016863588720525,1.0,1.0,True,200.0,True,2026-02-02T11:55:37,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
4,rrtstar,real,14.205170631408691,30.530218362808228,25.521130561828613,3054,3054,0.7266294956207275,1.4199984455713865,0.05458872392773628,0.014351200673248273,1.9542262654206521,1.0,1.0,True,200.0,True,2026-02-02T11:56:32,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
5,rrtstar,real,17.931522130966187,48.07134127616882,22.310849905014038,4808,4808,0.6569669246673584,2.032532445630486,0.030929505825042725,0.012553987720842355,3.0938124421706874,1.0,1.0,True,200.0,True,2026-02-02T11:57:49,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
6,rrtstar,real,6.072744607925415,25.42027759552002,20.42013692855835,2543,2543,0.6123604774475098,1.2507773001653284,0.04017593711614609,0.011712089230295826,2.0425506645675746,1.0,1.0,True,200.0,True,2026-02-02T11:58:30,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
7,rrtstar,real,27.710262060165405,29.810285568237305,24.800160884857178,2982,2982,0.7357962131500244,1.5358863755457222,0.030260156840085983,0.012716557365066999,2.0873801034805872,1.0,1.0,True,200.0,True,2026-02-02T11:59:38,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
8,rrtstar,real,6.699529647827148,22.790210485458374,17.790154218673706,2280,2280,0.530579686164856,1.0769019437606513,0.05302681401371956,0.01297720795626989,2.0296705129152794,1.0,1.0,True,200.0,True,2026-02-02T12:00:18,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
9,rrtstar,real,6.260891675949097,27.120259284973145,22.120180368423462,2713,2713,0.6610613465309143,1.1614460675235527,0.025097297504544258,0.01127251408722319,1.7569414300481083,1.0,1.0,True,200.0,True,2026-02-02T12:01:01,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
10,rrtstar,real,6.7416181564331055,27.990265607833862,22.980330228805542,2800,2800,0.6836759448051453,1.3204452609577988,0.042876094579696655,0.012356313735841208,1.9313905527773678,1.0,1.0,True,200.0,True,2026-02-02T12:01:46,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
11,rrtstar,real,8.62511134147644,30.230223417282104,24.730167865753174,3024,3024,0.7269940972328186,1.4949812558838538,0.04035418480634689,0.01353588876049293,2.056387062252981,1.0,1.0,True,200.0,True,2026-02-02T12:02:36,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
12,rrtstar,real,6.467209100723267,29.40029764175415,24.3908212184906,2941,2941,0.6867843270301819,1.2721629723734846,0.030824977904558182,0.0120238790939955,1.8523471231130428,1.0,1.0,True,200.0,True,2026-02-02T12:03:22,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
