trajectory_id,algorithm,data_source,calculation_time_s,execution_time_s,at_threshold_time_s,trajectory_waypoints,simulation_steps,planned_distance_m,executed_distance_m,max_tracking_error_m,avg_tracking_error_m,efficiency_ratio,relative_pos_gain,relative_rot_gain,ik_velocity_mode,ik_velocity_error_gain,ik_use_rotational_velocity,timestamp,speed_mps,dt,update_frequency,grid_resolution,safety_margin,use_3d,final_target_tolerance,orientation_tolerance,ik_method,ik_command_type,ik_use_relative_mode,wall_size_x,wall_size_y,wall_size_z,wall_pos_x,wall_pos_y,wall_pos_z,wall_rot_w,wall_rot_x,wall_rot_y,wall_rot_z
1,rrtstarplane,real,6.003862380981445,19.51025414466858,14.420150518417358,1952,1952,0.42301422357559204,1.2904036110875978,0.02264113537967205,0.010456040659816802,3.050496978991073,1.0,1.0,True,200.0,True,2026-01-31T19:10:23,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
2,rrtstarplane,real,6.573448896408081,20.580832481384277,15.570425510406494,2059,2059,0.46102017164230347,1.3752408741745086,0.034988731145858765,0.011038996339793715,2.9830383978112156,1.0,1.0,True,200.0,True,2026-01-31T19:11:00,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
3,rrtstarplane,real,5.694480895996094,19.42021918296814,14.420158624649048,1943,1943,0.42603787779808044,1.2852057724927564,0.021453358232975006,0.009687562623445656,3.0166467337016365,1.0,1.0,True,200.0,True,2026-01-31T19:11:36,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
4,rrtstarplane,real,6.350471258163452,21.900227785110474,15.850156784057617,2191,2191,0.46131566166877747,1.426428454407258,0.035829655826091766,0.011936882752325812,3.0920876374481887,1.0,1.0,True,200.0,True,2026-01-31T19:12:14,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
5,rrtstarplane,real,6.124110460281372,49.06022906303406,14.660162687301636,4907,4907,0.433086097240448,3.2949153547575527,0.02261488325893879,0.009536525434054265,7.607991518897053,1.0,1.0,True,200.0,True,2026-01-31T19:13:20,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
6,rrtstarplane,real,6.4633567333221436,20.170271396636963,15.160212755203247,2018,2018,0.4484582543373108,1.2800416845604383,0.03411635756492615,0.012462893498241596,2.854316253921924,1.0,1.0,True,200.0,True,2026-01-31T19:13:56,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
7,rrtstarplane,real,5.698914527893066,20.600239276885986,15.570157289505005,2061,2061,0.45997029542922974,1.390251190025002,0.019126005470752716,0.010968045161970136,3.0224803728416063,1.0,1.0,True,200.0,True,2026-01-31T19:14:33,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
8,rrtstarplane,real,6.437475919723511,19.980184316635132,14.970144987106323,1999,1999,0.444257915019989,1.2672302378123241,0.03735493868589401,0.011925631701846557,2.8524651896304563,1.0,1.0,True,200.0,True,2026-01-31T19:15:10,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
9,rrtstarplane,real,5.636171579360962,51.20020771026611,15.33015751838684,5121,5121,0.45757898688316345,3.715762296757825,0.024570956826210022,0.010001734009052953,8.120482809029415,1.0,1.0,True,200.0,True,2026-01-31T19:16:17,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
10,rrtstarplane,real,6.500793695449829,19.27129554748535,14.270196437835693,1928,1928,0.4214755892753601,1.1515985083383846,0.03628946840763092,0.011865483276175018,2.7323017931318856,1.0,1.0,True,200.0,True,2026-01-31T19:16:53,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
11,rrtstarplane,real,6.003014802932739,20.12022590637207,15.070160865783691,2013,2013,0.4474071264266968,1.3797579422980757,0.021129639819264412,0.010674481377305377,3.083897999832453,1.0,1.0,True,200.0,True,2026-01-31T19:17:29,0.03,0.02,100.0,0.02,0.06,True,0.01,0.0872665,dls,pose,True,0.03,0.5,0.6,0.55,0.0,-0.45,0.985,0.0,0.0,-0.174
